,City,Country,Latitude,Longitude,Current Temperature,Humidity,Cloudiness,Wind Speed,Date
611,Greenland,GL,71.64,-40.85,-13.5,90,100,7.04,2020-10-26 00:59:22
612,Reguiba,DZ,33.96,6.66,57.2,62,0,1.5,2020-10-26 00:59:22
613,Kapit,MY,1.55,112.96,76.6,87,28,0.7,2020-10-26 00:59:24
614,Chatsworth,CA,44.39,-80.82,40.0,79,100,3.52,2020-10-26 00:59:25
615,Svetlaya,RU,46.62,139.79,48.2,65,0,6.1,2020-10-26 00:59:27
616,Kangaamiut,GL,65.58,-54.04,29.4,90,100,13.87,2020-10-26 00:59:28
617,Ust'-Kamchatsk,RU,55.17,163.88,44.1,93,100,11.48,2020-10-26 00:59:28
618,Tawstock,GB,51.05,-4.01,49.0,85,88,6.26,2020-10-26 00:59:28
619,Evensk,RU,61.4,158.06,38.5,77,100,11.96,2020-10-26 00:59:29
620,Puyang Chengguanzhen,CN,35.67,115.22,63.2,42,0,2.42,2020-10-26 00:59:29
621,Chipata,ZM,-13.65,32.6,69.2,60,29,3.72,2020-10-26 00:59:30
622,Ostrov,RU,50.45,110.79,15.8,93,100,7.3,2020-10-26 00:59:31
623,Yuanquan,CN,40.66,95.15,39.9,60,45,6.01,2020-10-26 00:59:32
624,Jonglei,SS,7.47,32.47,76.0,80,87,1.14,2020-10-26 00:59:33
625,Benguela Province,AO,-12.87,13.64,68.9,89,17,1.07,2020-10-26 00:59:33
626,Tafresh,IR,34.65,49.73,41.2,65,100,0.74,2020-10-26 00:59:34
627,Rikitea,PF,-22.35,-134.36,75.2,83,100,9.86,2020-10-26 00:59:34
628,Ust-Maya,RU,60.65,135.71,9.5,92,1,0.87,2020-10-26 00:59:34
629,Upper Nile,SS,10.55,33.29,77.9,70,26,1.78,2020-10-26 00:59:35
630,Con Son,VN,8.54,107.48,81.5,79,0,3.09,2020-10-26 00:59:36
631,Bayganin,KZ,48.63,55.85,48.5,80,59,10.68,2020-10-26 00:59:36
632,Neltume,CL,-39.83,-71.84,30.7,100,78,0.8,2020-10-26 00:59:37
633,Eastend,CA,49.65,-109.04,2.7,93,7,5.29,2020-10-26 00:59:37
634,Salina,US,38.99,-111.92,29.5,53,32,6.26,2020-10-26 00:59:37
635,Daşoguz Welaýaty,TM,41.03,56.73,46.9,52,0,2.21,2020-10-26 00:59:38
636,Unionville,US,35.5,-86.62,61.9,93,90,1.72,2020-10-26 00:59:38
637,Tauramena,CO,5.06,-72.89,59.8,100,5,1.54,2020-10-26 00:59:38
638,Mama,RU,57.99,113.21,23.6,96,100,2.9,2020-10-26 00:59:40
639,Wad Medani,SD,14.27,33.62,82.0,23,0,4.13,2020-10-26 00:59:40
640,Edinburgh of the Seven Seas,SH,-37.34,-10.79,56.5,76,100,13.92,2020-10-26 00:59:41
